1,2,3,4,5,6,7,8,9,10,11
2018/12/10,29-105210,MLD-MD-20032,120,0,2018/12/21,8120,1,0,2018/12/10 20:12,
2018/12/10,29-105211,MLD-MD-20031,110,1,2018/12/21,2738,0,0,2018/12/10 20:12,2018/12/18 10:41
2018/12/10,29-105211,MLD-MD-20031,110,2,2018/12/26,4976,1,0,2018/12/18 10:41,
2018/12/10,29-105211,MLD-MD-20032,120,1,2018/12/21,2738,0,0,2018/12/10 20:12,2018/12/18 10:41
2018/12/10,29-105211,MLD-MD-20032,120,2,2018/12/26,4976,1,0,2018/12/18 10:41,2018/12/21 9:16
2018/12/10,29-105276,MLD-MD-20031,110,0,2018/12/19,975,1,0,2018/12/10 20:12,
2018/12/10,29-105276,MLD-MD-20032,120,0,2018/12/19,975,1,0,2018/12/10 20:12,
2018/12/10,29-105276_2,MLD-MD-20031,115,0,2018/12/11,15,0,0,2018/12/10 20:12,
2018/12/10,29-105276_2,MLD-MD-20032,125,0,2018/12/11,15,0,0,2018/12/10 20:12,
2018/12/10,96-290675,MLD-MD-20031,20,0,2018/12/19,300,1,0,2018/12/10 20:12,
2018/12/10,96-290675,MLD-MD-20032,30,0,2018/12/19,300,1,0,2018/12/10 20:12,
2018/12/10,97-297938,MLD-MD-20031,100,0,2018/12/21,45,1,0,2018/12/10 20:12,
2018/12/10,97-297938,MLD-MD-20032,110,0,2018/12/21,45,1,0,2018/12/10 20:12,
2018/12/10,98-293965,MLD-MD-20031,110,0,2018/12/19,332,1,0,2018/12/10 20:12,
2018/12/10,98-293965,MLD-MD-20032,120,0,2018/12/19,332,1,0,2018/12/10 20:12,
2018/12/10,98-293968,MLD-MD-20031,110,0,2018/12/19,231,1,0,2018/12/10 20:12,
2018/12/10,98-293968,MLD-MD-20032,120,0,2018/12/19,231,1,0,2018/12/10 20:12,
2018/12/12,29-105239,MLD-EX-20002,200,1,2019/1/11,37440,0,0,2018/12/14 10:43,2018/12/14 11:00
2018/12/12,29-105239,MLD-EX-20002,200,2,2019/1/18,37440,1,0,2018/12/14 11:00,
2018/12/12,29-105255,MLD-EX-20002,230,0,2019/2/15,12800,1,0,2018/12/14 10:43,2019/2/12 10:02
2018/12/12,29-105265,MLD-EX-20001,220,1,2019/1/21,496,0,0,2018/12/14 10:43,2019/1/11 18:04
2018/12/12,29-105265,MLD-EX-20001,220,2,2019/1/25,1744,1,0,2019/1/11 18:04,
2018/12/12,29-105276,BON-MD-20023,60,0,2019/1/18,2016,1,0,2018/12/14 10:43,
2018/12/12,29-105276,MLD-MD-20035,70,0,2019/1/21,1930,1,0,2018/12/14 10:43,
2018/12/12,29-105276,MLD-MD-20036,80,0,2019/1/21,965,1,0,2018/12/14 10:43,
2018/12/12,29-105281,MLD-EX-20002,230,0,2019/2/15,13824,1,0,2018/12/14 10:43,2019/2/12 10:02
2018/12/12,29-105284,MLD-EX-20002,220,0,2019/1/18,1280,1,0,2018/12/14 10:43,
2018/12/12,29-105287,MLD-EX-20002,220,0,2019/1/18,4096,1,0,2018/12/14 10:43,
2018/12/12,29-105288,MLD-EX-20001,230,0,2019/1/21,2240,1,0,2018/12/14 10:43,
2018/12/12,29-105332,BON-MD-20023,60,1,2019/1/22,5000,0,0,2018/12/14 10:43,2019/1/23 10:17
2018/12/12,29-105332,BON-MD-20023,60,2,2019/1/23,12240,0,0,2018/12/14 10:59,2019/1/23 10:17
2018/12/12,29-105332,BON-MD-20023,60,3,2019/1/24,10060,1,0,2019/1/23 10:17,2019/1/23 10:30
2018/12/12,29-105332,MLD-MD-20035,70,1,2019/1/23,13065,0,0,2018/12/14 10:43,2019/1/12 10:56
2018/12/12,29-105332,MLD-MD-20035,70,2,2019/1/25,13065,1,0,2019/1/12 10:56,
2018/12/12,29-105332,MLD-MD-20036,80,1,2019/1/23,6565,0,0,2018/12/14 10:43,2019/1/12 10:59
2018/12/12,29-105332,MLD-MD-20036,80,2,2019/1/25,6500,1,0,2019/1/12 10:59,
2018/12/12,29-105335,BON-MD-20023,60,0,2019/1/18,8400,1,0,2018/12/14 10:43,
2018/12/12,29-105335,MLD-MD-20035,70,0,2019/1/21,8040,1,0,2018/12/14 10:43,
2018/12/12,29-105335,MLD-MD-20036,80,0,2019/1/21,4020,1,0,2018/12/14 10:43,
2018/12/12,29-105336,BON-MD-20023,60,0,2019/1/16,14112,1,0,2018/12/14 10:43,
2018/12/12,29-105336,MLD-MD-20035,70,1,2019/1/18,2400,0,0,2018/12/14 10:43,2019/1/15 17:22
2018/12/12,29-105336,MLD-MD-20035,70,2,2019/1/21,11108,1,0,2019/1/15 17:22,
2018/12/12,29-105336,MLD-MD-20036,80,0,2019/1/18,6754,1,0,2018/12/14 10:43,
2018/12/12,29-105369,BON-MD-20023,60,0,2019/1/18,5069,1,0,2018/12/14 10:43,
2018/12/12,29-105369,MLD-MD-20035,70,0,2019/1/21,4839,1,0,2018/12/14 10:43,
2018/12/12,29-105369,MLD-MD-20036,80,0,2019/1/21,2339,1,0,2018/12/14 10:43,
2018/12/12,29-105370,MLD-EX-20002,220,0,2019/1/18,640,1,0,2018/12/14 10:43,
2018/12/12,29-105376,MLD-EX-20002,220,0,2019/1/18,640,1,0,2018/12/14 10:43,
2018/12/12,29-105379,MLD-EX-20002,220,0,2019/1/18,640,1,0,2018/12/14 10:43,
2018/12/12,29-105381,MLD-EX-20002,220,0,2019/1/18,1024,1,0,2018/12/14 10:43,
2018/12/12,29-105384,MLD-EX-20002,220,0,2019/1/18,512,1,0,2018/12/14 10:43,
