1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
192429,100360,2019/10/25,6.7,8000,MLD-MD-20031,110,2019/11/25,29-522304,,20001,オーティス(株) 第４工場,0,0,4,1,2019/10/26,2019/11/25 8:47,0,2020/6/7 16:41,9999,,
192430,100360,2019/10/25,6.7,8600,MLD-MD-20031,110,2019/11/27,29-522304,,20001,オーティス(株) 第４工場,0,0,5,1,2019/10/26,2019/11/27 8:48,0,2020/6/7 16:41,9999,,
192431,100360,2019/10/25,8.3,8000,MLD-MD-20032,120,2019/11/18,29-522304,2019/11/18,20001,オーティス(株) 第４工場,0,0,1,1,2019/10/26,2019/11/18 8:35,0,2020/6/7 16:41,9999,2019/10/26 16:52,
192432,100360,2019/10/25,8.3,8000,MLD-MD-20032,120,2019/11/20,29-522304,,20001,オーティス(株) 第４工場,0,0,2,1,2019/10/26,2019/11/29 8:46,0,2020/6/7 16:41,9999,,
192433,100360,2019/10/25,8.3,8000,MLD-MD-20032,120,2019/11/22,29-522304,,20001,オーティス(株) 第４工場,0,0,3,1,2019/10/26,2019/11/22 8:37,0,2020/6/7 16:41,9999,,
192434,100360,2019/10/25,8.3,8000,MLD-MD-20032,120,2019/11/25,29-522304,,20001,オーティス(株) 第４工場,0,0,4,1,2019/10/26,2019/11/25 8:47,0,2020/6/7 16:41,9999,,
192435,100360,2019/10/25,8.3,8600,MLD-MD-20032,120,2019/11/27,29-522304,,20001,オーティス(株) 第４工場,0,0,5,1,2019/10/26,2019/11/27 8:48,0,2020/6/7 16:41,9999,,
192568,0,2019/10/29,0,1545,BON-HG5-20024,,2019/11/29,29-110566,2019/11/29,20001,岡山第１工場,0,0,0,0,,,0,2020/6/7 16:41,9999,,
192569,0,2019/10/29,0,1560,BON-HG5-20025,,2019/11/29,29-110566,2019/11/29,20001,岡山第１工場,0,0,0,0,,,0,2020/6/7 16:41,9999,,
192570,199969,2019/10/29,29.7,1545,BON-SO-20024,70,2019/11/29,29-110566,2019/11/29,20001,岡山第１工場,0,0,0,1,,2019/11/28 13:49,0,2020/6/7 16:41,9999,,
192571,199969,2019/10/29,29.7,1560,BON-SO-20025,80,2019/11/29,29-110566,2019/11/29,20001,岡山第１工場,0,0,0,1,,2019/11/28 13:49,0,2020/6/7 16:41,9999,,
192572,0,2019/10/29,5.48,1545,UPC-510,,2019/11/29,29-110566,2019/11/29,20001,岡山第１工場,0,0,0,0,,,0,2020/6/7 16:41,9999,,
192573,199969,2019/10/29,24,4994,BON-EX-20015,40,2019/11/1,29-522286,2019/11/1,20001,岡山第１工場,0,0,0,1,,2019/11/1 12:54,0,2020/6/7 16:41,9999,,
192574,199969,2019/10/29,44.8,2945,BON-MD-20026,60,2019/11/11,29-522286,2019/11/11,20001,岡山第１工場,0,0,1,1,2019/10/30,2019/11/11 8:52,0,2020/6/7 16:41,9999,2019/10/30 9:59,
192575,199969,2019/10/29,44.8,2000,BON-MD-20026,60,2019/11/13,29-522286,,20001,岡山第１工場,0,0,2,1,2019/10/30,2019/11/13 8:44,0,2020/6/7 16:41,9999,,
192576,199969,2019/10/29,48,2921,CAS-MD-20021,120,2019/11/11,29-522286,2019/11/11,20001,岡山第１工場,0,0,1,1,2019/10/30,2019/11/11 8:52,0,2020/6/7 16:41,9999,2019/10/30 10:00,
192577,199969,2019/10/29,48,2000,CAS-MD-20021,120,2019/11/13,29-522286,,20001,岡山第１工場,0,0,2,1,2019/10/30,2019/11/13 8:44,0,2020/6/7 16:41,9999,,
192578,199969,2019/10/29,48,2921,CAS-MD-20022,130,2019/11/11,29-522286,2019/11/11,20001,岡山第１工場,0,0,1,1,2019/10/30,2019/11/11 8:52,0,2020/6/7 16:41,9999,2019/10/30 10:00,
191965,199969,2019/10/17,20,5914,BON-MD-20023,70,2019/12/13,29-110394,2019/12/13,20001,岡山第１工場,0,0,0,1,,2019/12/13 8:33,0,2020/6/7 16:41,9999,,
191966,100360,2019/10/17,6.7,2715,MLD-MD-20031,120,2019/11/13,29-110394,2019/11/13,20001,オーティス(株) 第４工場,0,0,0,1,,2019/11/13 8:44,0,2020/6/7 16:41,9999,,
191967,100360,2019/10/17,8.3,2715,MLD-MD-20032,130,2019/11/13,29-110394,2019/11/13,20001,オーティス(株) 第４工場,0,0,0,1,,2019/11/13 8:44,0,2020/6/7 16:41,9999,,
191968,199969,2019/10/17,8.8,5430,MLD-MD-20035,80,2019/12/13,29-110394,2019/12/13,20001,岡山第１工場,0,0,0,1,,2019/12/13 8:33,0,2020/6/7 16:41,9999,,
191969,199969,2019/10/17,11.8,2729,MLD-MD-20036,90,2019/12/13,29-110394,2019/12/13,20001,岡山第１工場,0,0,0,1,,2019/12/13 8:33,0,2020/6/7 16:41,9999,,
191970,199969,2019/10/17,20,2535,BON-MD-20023,70,2019/12/13,29-110397,2019/12/13,20001,岡山第１工場,0,0,0,1,,2019/12/13 8:33,0,2020/6/7 16:41,9999,,
191971,100360,2019/10/17,6.7,1164,MLD-MD-20031,120,2019/11/13,29-110397,2019/11/13,20001,オーティス(株) 第４工場,0,0,0,1,,2019/11/13 8:44,0,2020/6/7 16:41,9999,,
191972,100360,2019/10/17,8.3,1164,MLD-MD-20032,130,2019/11/13,29-110397,2019/11/13,20001,オーティス(株) 第４工場,0,0,0,1,,2019/11/13 8:44,0,2020/6/7 16:41,9999,,
191973,199969,2019/10/17,8.8,2328,MLD-MD-20035,80,2019/12/13,29-110397,2019/12/13,20001,岡山第１工場,0,0,0,1,,2019/12/13 8:33,0,2020/6/7 16:41,9999,,
191974,199969,2019/10/17,11.8,1170,MLD-MD-20036,90,2019/12/13,29-110397,2019/12/13,20001,岡山第１工場,0,0,0,1,,2019/12/13 8:33,0,2020/6/7 16:41,9999,,
191975,199969,2019/10/17,20,21000,BON-MD-20023,60,2019/12/4,29-522304,2019/12/4,20001,岡山第１工場,0,0,1,1,2019/10/18,2019/12/4 8:35,0,2020/6/7 16:41,9999,2019/10/18 14:42,
191976,199969,2019/10/17,20,42000,BON-MD-20023,60,2019/12/6,29-522304,,20001,岡山第１工場,0,0,2,1,2019/12/4,2019/12/6 8:43,0,2020/6/7 16:41,9999,2019/12/4 16:50,
191977,199969,2019/10/17,20,21000,BON-MD-20023,60,2019/12/11,29-522304,,20001,岡山第１工場,0,0,3,1,2019/12/4,2020/1/6 8:52,0,2020/6/7 16:41,9999,2019/12/4 16:50,
191978,199969,2019/10/17,20,21000,BON-MD-20023,60,2019/12/11,29-522304,,20001,岡山第１工場,0,0,4,1,2019/10/18,2020/1/6 8:52,1,2020/6/7 16:41,9999,2019/12/4 16:50,
191979,199969,2019/10/17,8.8,20100,MLD-MD-20035,70,2019/12/4,29-522304,2019/12/4,20001,岡山第１工場,0,0,1,1,2019/10/18,2019/12/4 8:35,0,2020/6/7 16:41,9999,2019/10/18 14:44,
191980,199969,2019/10/17,8.8,20100,MLD-MD-20035,70,2019/12/6,29-522304,,20001,岡山第１工場,0,0,2,1,2019/10/18,2019/12/6 8:43,0,2020/6/7 16:41,9999,,
191981,199969,2019/10/17,8.8,20100,MLD-MD-20035,70,2019/12/9,29-522304,,20001,岡山第１工場,0,0,3,1,2019/10/18,2019/12/10 8:40,0,2020/6/7 16:41,9999,,
191982,199969,2019/10/17,8.8,20100,MLD-MD-20035,70,2019/12/11,29-522304,,20001,岡山第１工場,0,0,4,1,2019/10/18,2019/12/11 8:48,0,2020/6/7 16:41,9999,,
191983,199969,2019/10/17,11.8,10050,MLD-MD-20036,80,2019/12/4,29-522304,2019/12/4,20001,岡山第１工場,0,0,1,1,2019/10/18,2019/12/4 8:35,0,2020/6/7 16:41,9999,2019/10/18 14:46,
191984,199969,2019/10/17,11.8,10050,MLD-MD-20036,80,2019/12/6,29-522304,,20001,岡山第１工場,0,0,2,1,2019/10/18,2019/12/6 8:43,0,2020/6/7 16:41,9999,,
191985,199969,2019/10/17,11.8,10050,MLD-MD-20036,80,2019/12/9,29-522304,,20001,岡山第１工場,0,0,3,1,2019/10/18,2019/12/10 8:40,0,2020/6/7 16:41,9999,,
191986,199969,2019/10/17,11.8,10050,MLD-MD-20036,80,2019/12/11,29-522304,,20001,岡山第１工場,0,0,4,1,2019/10/18,2019/12/11 8:48,0,2020/6/7 16:41,9999,,
191482,199969,2019/10/2,20,840,BON-MD-20023,60,2019/11/8,29-110127,2019/11/8,20001,岡山第１工場,0,0,0,1,,2019/11/8 8:39,0,2020/6/7 16:41,9999,,
191483,199969,2019/10/2,8.8,804,MLD-MD-20035,70,2019/11/8,29-110127,2019/11/8,20001,岡山第１工場,0,0,0,1,,2019/11/8 8:39,0,2020/6/7 16:41,9999,,
191484,199969,2019/10/2,11.8,408,MLD-MD-20036,80,2019/11/8,29-110127,2019/11/8,20001,岡山第１工場,0,0,0,1,,2019/11/8 8:39,0,2020/6/7 16:41,9999,,
191485,199969,2019/10/2,38,5387,BON-MD-20015,80,2019/10/28,29-110175,2019/10/28,20001,岡山第１工場,0,0,0,1,,2019/10/26 9:54,0,2020/6/7 16:41,9999,,
191486,199969,2019/10/2,50.5,2761,CAS-MD-20009,90,2019/10/28,29-110175,2019/10/28,20001,岡山第１工場,0,0,0,1,,2019/10/26 9:54,0,2020/6/7 16:41,9999,,
191487,199969,2019/10/2,75,1761,CAS-MD-20016,100,2019/10/28,29-110175,2019/10/28,20001,岡山第１工場,0,0,0,1,,2019/10/26 9:54,0,2020/6/7 16:41,9999,,
191488,199969,2019/10/2,38,1987,BON-MD-20015,80,2019/10/28,29-110179,2019/10/28,20001,岡山第１工場,0,0,0,1,,2019/10/26 9:54,0,2020/6/7 16:41,9999,,
191489,199969,2019/10/2,50.5,1040,CAS-MD-20009,90,2019/10/28,29-110179,2019/10/28,20001,岡山第１工場,0,0,0,1,,2019/10/26 9:54,0,2020/6/7 16:41,9999,,
191490,199969,2019/10/2,75,928,CAS-MD-20015,100,2019/10/28,29-110179,2019/10/28,20001,岡山第１工場,0,0,1,1,2019/10/25,2019/10/26 9:54,0,2020/6/7 16:41,9999,2019/10/25 10:28,
191491,199969,2019/10/2,75,112,CAS-MD-20015,100,2019/12/6,29-110179,,20001,岡山第１工場,0,0,2,1,2019/11/28,2019/12/6 8:43,0,2020/6/7 16:41,9999,2019/11/28 16:46,
191492,199969,2019/10/2,9.5,1132,MLD-MD-20034,100,2019/10/30,29-110183,2019/10/30,20001,岡山第１工場,0,0,0,1,,2019/10/30 8:49,0,2020/6/7 16:41,9999,,
191493,199969,2019/10/2,9.5,505,MLD-MD-20034,100,2019/10/30,29-110187,2019/10/30,20001,岡山第１工場,0,0,0,1,,2019/10/30 8:49,0,2020/6/7 16:41,9999,,
191494,199969,2019/10/2,9.5,202,MLD-MD-20034,110,2019/10/30,29-110191,2019/10/30,20001,岡山第１工場,0,0,0,1,,2019/10/30 8:49,0,2020/6/7 16:41,9999,,
191495,199969,2019/10/2,9.5,1697,MLD-MD-20034,100,2019/10/30,29-110197,2019/10/30,20001,岡山第１工場,0,0,0,1,,2019/10/30 8:49,0,2020/6/7 16:41,9999,,
191496,199969,2019/10/2,20,8064,BON-MD-20023,60,2019/12/2,29-110220,2019/12/2,20001,岡山第１工場,0,0,0,1,,2019/12/2 8:47,0,2020/6/7 16:41,9999,,
191497,199969,2019/10/2,8.8,7719,MLD-MD-20035,70,2019/12/2,29-110220,2019/12/2,20001,岡山第１工場,0,0,0,1,,2019/12/2 8:47,0,2020/6/7 16:41,9999,,
191498,199969,2019/10/2,11.8,3860,MLD-MD-20036,80,2019/11/29,29-110220,2019/12/2,20001,岡山第１工場,0,0,0,1,,2019/11/28 13:49,0,2020/6/7 16:41,9999,2019/11/27 11:22,
191499,199969,2019/10/2,20,3947,BON-MD-20023,60,2019/12/2,29-110223,2019/12/2,20001,岡山第１工場,0,0,0,1,,2019/12/2 8:47,0,2020/6/7 16:41,9999,,
191500,199969,2019/10/2,8.8,3624,MLD-MD-20035,70,2019/12/2,29-110223,2019/12/2,20001,岡山第１工場,0,0,0,1,,2019/12/2 8:47,0,2020/6/7 16:41,9999,,
191501,199969,2019/10/2,11.8,1821,MLD-MD-20036,80,2019/11/29,29-110223,2019/12/2,20001,岡山第１工場,0,0,0,1,,2019/11/28 13:49,0,2020/6/7 16:41,9999,2019/11/27 11:22,
191502,199969,2019/10/2,20,17913,BON-MD-20023,60,2019/11/27,29-110224,2019/11/27,20001,岡山第１工場,0,0,0,1,,2019/11/27 8:48,0,2020/6/7 16:41,9999,,
191503,199969,2019/10/2,8.8,16447,MLD-MD-20035,70,2019/11/27,29-110224,2019/11/27,20001,岡山第１工場,0,0,0,1,,2019/11/27 8:48,0,2020/6/7 16:41,9999,,
191504,199969,2019/10/2,11.8,8265,MLD-MD-20036,80,2019/11/27,29-110224,2019/11/27,20001,岡山第１工場,0,0,0,1,,2019/11/27 8:48,0,2020/6/7 16:41,9999,,
191505,199969,2019/10/2,20,17913,BON-MD-20023,60,2019/11/29,29-110227,2019/11/29,20001,岡山第１工場,0,0,0,1,,2019/11/28 13:49,0,2020/6/7 16:41,9999,,
191506,199969,2019/10/2,8.8,16447,MLD-MD-20035,70,2019/11/29,29-110227,2019/11/29,20001,岡山第１工場,0,0,0,1,,2019/11/28 13:49,0,2020/6/7 16:41,9999,,
191507,199969,2019/10/2,11.8,8265,MLD-MD-20036,80,2019/11/29,29-110227,2019/11/29,20001,岡山第１工場,0,0,0,1,,2019/11/28 13:49,0,2020/6/7 16:41,9999,,
191508,199969,2019/10/2,20,21000,BON-MD-20023,60,2019/11/11,29-522234,2019/11/11,20001,岡山第１工場,0,0,1,1,2019/10/3,2019/11/11 8:52,0,2020/6/7 16:41,9999,2019/10/3 10:47,
191509,199969,2019/10/2,20,21000,BON-MD-20023,60,2019/11/13,29-522234,,20001,岡山第１工場,0,0,2,1,2019/10/3,2019/11/13 8:44,0,2020/6/7 16:41,9999,,
191510,199969,2019/10/2,20,21000,BON-MD-20023,60,2019/11/15,29-522234,,20001,岡山第１工場,0,0,3,1,2019/10/3,2019/11/14 13:43,0,2020/6/7 16:41,9999,,
191511,199969,2019/10/2,8.8,20100,MLD-MD-20035,70,2019/11/11,29-522234,2019/11/11,20001,岡山第１工場,0,0,1,1,2019/10/3,2019/11/11 8:52,0,2020/6/7 16:41,9999,2019/10/3 10:53,
191512,199969,2019/10/2,8.8,20100,MLD-MD-20035,70,2019/11/13,29-522234,,20001,岡山第１工場,0,0,2,1,2019/10/3,2019/11/13 8:44,0,2020/6/7 16:41,9999,,
191513,199969,2019/10/2,8.8,20100,MLD-MD-20035,70,2019/11/15,29-522234,,20001,岡山第１工場,0,0,3,1,2019/10/3,2019/11/14 13:43,0,2020/6/7 16:41,9999,,
191514,199969,2019/10/2,11.8,10150,MLD-MD-20036,80,2019/11/11,29-522234,2019/11/11,20001,岡山第１工場,0,0,1,1,2019/10/3,2019/11/11 8:52,0,2020/6/7 16:41,9999,2019/10/3 10:57,
191515,199969,2019/10/2,11.8,10000,MLD-MD-20036,80,2019/11/13,29-522234,,20001,岡山第１工場,0,0,2,1,2019/10/3,2019/11/13 8:44,0,2020/6/7 16:41,9999,,
191516,199969,2019/10/2,11.8,10000,MLD-MD-20036,80,2019/11/15,29-522234,,20001,岡山第１工場,0,0,3,1,2019/10/3,2019/11/14 13:43,0,2020/6/7 16:41,9999,,
191517,199969,2019/10/2,20,17600,BON-MD-20023,60,2019/11/18,29-522237,2019/11/18,20001,岡山第１工場,0,0,1,1,2019/10/3,2019/11/18 8:35,0,2020/6/7 16:41,9999,2019/10/3 10:48,
191518,199969,2019/10/2,20,2400,BON-MD-20023,60,2019/11/20,29-522237,,20001,岡山第１工場,0,0,2,1,2019/10/3,2019/11/20 8:36,0,2020/6/7 16:41,9999,,
191519,199969,2019/10/2,8.8,20000,MLD-MD-20035,70,2019/11/18,29-522237,2019/11/18,20001,岡山第１工場,0,0,1,1,2019/10/3,2019/11/18 8:35,0,2020/6/7 16:41,9999,2019/10/3 10:53,
191520,199969,2019/10/2,8.8,6760,MLD-MD-20035,70,2019/11/20,29-522237,,20001,岡山第１工場,0,0,2,1,2019/10/3,2019/11/20 8:36,0,2020/6/7 16:41,9999,,
191521,199969,2019/10/2,11.8,10000,MLD-MD-20036,80,2019/11/18,29-522237,2019/11/18,20001,岡山第１工場,0,0,1,1,2019/10/3,2019/11/18 8:35,0,2020/6/7 16:41,9999,2019/10/3 10:58,
191522,199969,2019/10/2,11.8,880,MLD-MD-20036,80,2019/11/20,29-522237,,20001,岡山第１工場,0,0,2,1,2019/10/3,2019/11/20 8:36,0,2020/6/7 16:41,9999,,
191523,199969,2019/10/2,20,15200,BON-MD-20023,60,2019/11/20,29-522238,2019/11/20,20001,岡山第１工場,0,0,1,1,2019/11/18,2019/11/20 8:36,0,2020/6/7 16:41,9999,2019/11/18 14:39,
191524,199969,2019/10/2,20,35200,BON-MD-20023,60,2019/11/22,29-522238,,20001,岡山第１工場,0,0,2,1,2019/11/18,2019/11/28 15:47,0,2020/6/7 16:41,9999,2019/11/18 14:39,
191525,199969,2019/10/2,20,17600,BON-MD-20023,60,2019/11/25,29-522238,,20001,岡山第１工場,0,0,3,0,2019/10/3,,1,2020/6/7 16:41,9999,2019/11/18 14:39,
191526,199969,2019/10/2,8.8,13240,MLD-MD-20035,70,2019/11/20,29-522238,2019/11/20,20001,岡山第１工場,0,0,1,1,2019/11/18,2019/11/20 8:36,0,2020/6/7 16:41,9999,2019/11/18 14:40,
191527,199969,2019/10/2,8.8,35000,MLD-MD-20035,70,2019/11/22,29-522238,,20001,岡山第１工場,0,0,2,1,2019/11/18,2019/11/22 8:37,0,2020/6/7 16:41,9999,2019/11/18 14:40,
191528,199969,2019/10/2,8.8,15000,MLD-MD-20035,70,2019/11/25,29-522238,,20001,岡山第１工場,0,0,3,0,2019/10/3,,1,2020/6/7 16:41,9999,2019/11/18 14:40,
191529,199969,2019/10/2,11.8,9120,MLD-MD-20036,80,2019/11/20,29-522238,2019/11/20,20001,岡山第１工場,0,0,1,1,2019/11/18,2019/11/20 8:36,0,2020/6/7 16:41,9999,2019/11/18 14:41,
191530,199969,2019/10/2,11.8,15000,MLD-MD-20036,80,2019/11/22,29-522238,,20001,岡山第１工場,0,0,2,1,2019/11/18,2019/11/22 8:37,0,2020/6/7 16:41,9999,2019/11/18 14:41,
191531,199969,2019/10/2,11.8,5000,MLD-MD-20036,80,2019/11/25,29-522238,,20001,岡山第１工場,0,0,3,0,2019/10/3,,1,2020/6/7 16:41,9999,2019/11/18 14:41,
191532,199969,2019/10/2,20,21000,BON-MD-20023,60,2019/10/30,29-522242,2019/10/30,20001,岡山第１工場,0,0,1,1,2019/10/3,2019/10/30 8:49,0,2020/6/7 16:41,9999,2019/10/3 10:46,
191533,199969,2019/10/2,20,21000,BON-MD-20023,60,2019/11/1,29-522242,,20001,岡山第１工場,0,0,2,1,2019/10/3,2019/11/1 12:54,0,2020/6/7 16:41,9999,,
191534,199969,2019/10/2,20,21000,BON-MD-20023,60,2019/11/6,29-522242,,20001,岡山第１工場,0,0,3,1,2019/10/3,2019/11/6 8:45,0,2020/6/7 16:41,9999,,
191535,199969,2019/10/2,20,21084,BON-MD-20023,60,2019/11/8,29-522242,,20001,岡山第１工場,0,0,4,1,2019/10/3,2019/11/8 8:39,0,2020/6/7 16:41,9999,,
191536,199969,2019/10/2,8.8,20000,MLD-MD-20035,70,2019/10/30,29-522242,2019/10/30,20001,岡山第１工場,0,0,1,1,2019/10/3,2019/10/30 8:49,0,2020/6/7 16:41,9999,2019/10/3 10:52,
191537,199969,2019/10/2,8.8,20000,MLD-MD-20035,70,2019/11/1,29-522242,,20001,岡山第１工場,0,0,2,1,2019/10/3,2019/11/1 12:54,0,2020/6/7 16:41,9999,,
191538,199969,2019/10/2,8.8,20000,MLD-MD-20035,70,2019/11/6,29-522242,,20001,岡山第１工場,0,0,3,1,2019/10/3,2019/11/6 8:45,0,2020/6/7 16:41,9999,,
191539,199969,2019/10/2,8.8,20481,MLD-MD-20035,70,2019/11/8,29-522242,,20001,岡山第１工場,0,0,4,1,2019/10/3,2019/11/8 8:39,0,2020/6/7 16:41,9999,,
191540,199969,2019/10/2,11.8,10000,MLD-MD-20036,80,2019/10/30,29-522242,2019/10/30,20001,岡山第１工場,0,0,1,1,2019/10/3,2019/10/30 8:49,0,2020/6/7 16:41,9999,2019/10/3 10:57,
191541,199969,2019/10/2,11.8,10000,MLD-MD-20036,80,2019/11/1,29-522242,,20001,岡山第１工場,0,0,2,1,2019/10/3,2019/11/1 12:54,0,2020/6/7 16:41,9999,,
191542,199969,2019/10/2,11.8,10000,MLD-MD-20036,80,2019/11/6,29-522242,,20001,岡山第１工場,0,0,3,1,2019/10/3,2019/11/6 8:45,0,2020/6/7 16:41,9999,,
191543,199969,2019/10/2,11.8,10241,MLD-MD-20036,80,2019/11/8,29-522242,,20001,岡山第１工場,0,0,4,1,2019/10/3,2019/11/8 8:39,0,2020/6/7 16:41,9999,,
191549,199969,2019/10/2,55,75,MLD-MD-20048,60,2019/10/4,90-295027,2019/10/4,20001,岡山第１工場,0,0,0,1,,2019/10/4 8:39,0,2020/6/7 16:41,9999,,
191550,199969,2019/10/2,44.5,75,MLD-MD-20049,70,2019/10/4,90-295027,2019/10/4,20001,岡山第１工場,0,0,0,1,,2019/10/4 8:39,0,2020/6/7 16:41,9999,,
191551,100360,2019/10/3,6.7,3898,MLD-MD-20031,110,2019/10/23,29-110220,2019/10/18,20001,オーティス(株) 第４工場,0,0,0,1,,2019/10/24 18:42,0,2020/6/7 16:41,9999,2019/10/17 14:34,
191552,100360,2019/10/3,8.3,3898,MLD-MD-20032,120,2019/10/23,29-110220,2019/10/18,20001,オーティス(株) 第４工場,0,0,0,1,,2019/10/24 18:42,0,2020/6/7 16:41,9999,2019/10/17 14:38,
191553,100360,2019/10/3,6.7,1719,MLD-MD-20031,110,2019/10/18,29-110223,2019/10/18,20001,オーティス(株) 第４工場,0,0,1,1,2019/10/17,2019/10/18 8:45,0,2020/6/7 16:41,9999,2019/10/17 14:36,
191554,100360,2019/10/3,6.7,102,MLD-MD-20031,110,2019/10/23,29-110223,,20001,オーティス(株) 第４工場,0,0,2,1,2019/10/17,2019/10/24 18:42,0,2020/6/7 16:41,9999,,
191555,100360,2019/10/3,8.3,1719,MLD-MD-20032,120,2019/10/18,29-110223,2019/10/18,20001,オーティス(株) 第４工場,0,0,1,1,2019/10/17,2019/10/18 8:45,0,2020/6/7 16:41,9999,2019/10/17 14:39,
191556,100360,2019/10/3,8.3,102,MLD-MD-20032,120,2019/10/23,29-110223,,20001,オーティス(株) 第４工場,0,0,2,1,2019/10/17,2019/10/24 18:42,0,2020/6/7 16:41,9999,,
191557,100360,2019/10/3,6.7,8265,MLD-MD-20031,110,2019/10/23,29-110224,2019/10/23,20001,オーティス(株) 第４工場,0,0,0,1,,2019/10/24 18:42,0,2020/6/7 16:41,9999,,
191558,100360,2019/10/3,8.3,8265,MLD-MD-20032,120,2019/10/23,29-110224,2019/10/23,20001,オーティス(株) 第４工場,0,0,0,1,,2019/10/24 18:42,0,2020/6/7 16:41,9999,,
191559,100360,2019/10/3,6.7,8265,MLD-MD-20031,110,2019/10/25,29-110227,2019/10/25,20001,オーティス(株) 第４工場,0,0,0,1,,2019/10/24 18:42,0,2020/6/7 16:41,9999,,
191560,100360,2019/10/3,8.3,8265,MLD-MD-20032,120,2019/10/25,29-110227,2019/10/25,20001,オーティス(株) 第４工場,0,0,0,1,,2019/10/24 18:42,0,2020/6/7 16:41,9999,,
191561,100360,2019/10/4,6.7,2242,MLD-MD-20031,110,2019/11/6,29-522248,2019/11/6,20001,オーティス(株) 第４工場,0,0,0,1,,2019/11/6 8:45,0,2020/6/7 16:41,9999,,
191562,100360,2019/10/4,8.3,2242,MLD-MD-20032,120,2019/11/6,29-522248,2019/11/6,20001,オーティス(株) 第４工場,0,0,0,1,,2019/11/6 8:45,0,2020/6/7 16:41,9999,,
191563,100360,2019/10/4,6.7,951,MLD-MD-20031,110,2019/11/6,29-522249,2019/11/6,20001,オーティス(株) 第４工場,0,0,0,1,,2019/11/6 8:45,0,2020/6/7 16:41,9999,,
191564,100360,2019/10/4,8.3,951,MLD-MD-20032,120,2019/11/6,29-522249,2019/11/6,20001,オーティス(株) 第４工場,0,0,0,1,,2019/11/6 8:45,0,2020/6/7 16:41,9999,,
191653,100770,2019/10/8,7.8,12480,MLD-EX-20002,240,2019/11/6,29-109748,2019/11/6,20001,(株)明星・エンタープライズ 備前工場,0,0,0,1,,2019/11/6 8:45,0,2020/6/7 16:41,9999,,
191654,199969,2019/10/8,7.8,1024,MLD-EX-20002,230,2019/10/30,29-109793,2019/10/30,20001,岡山第１工場,0,0,0,1,,2019/10/30 8:49,0,2020/6/7 16:41,9999,,
191655,199969,2019/10/8,7.8,512,MLD-EX-20002,220,2019/10/30,29-109794,2019/10/30,20001,岡山第１工場,0,0,0,1,,2019/10/30 8:49,0,2020/6/7 16:41,9999,,
191656,199969,2019/10/8,7.8,8192,MLD-EX-20002,220,2019/10/30,29-109797,2019/10/30,20001,岡山第１工場,0,0,0,1,,2019/10/30 8:49,0,2020/6/7 16:41,9999,,
191657,199969,2019/10/8,7.8,512,MLD-EX-20002,220,2019/10/30,29-109801,2019/10/30,20001,岡山第１工場,0,0,0,1,,2019/10/30 8:49,0,2020/6/7 16:41,9999,,
191658,199969,2019/10/8,7.8,512,MLD-EX-20002,220,2019/10/30,29-109807,2019/10/30,20001,岡山第１工場,0,0,0,1,,2019/10/30 8:49,0,2020/6/7 16:41,9999,,
191659,199969,2019/10/8,7.8,1024,MLD-EX-20002,220,2019/10/30,29-109808,2019/10/30,20001,岡山第１工場,0,0,0,1,,2019/10/30 8:49,0,2020/6/7 16:41,9999,,
191660,199969,2019/10/8,7.8,512,MLD-EX-20002,220,2019/10/30,29-109812,2019/10/30,20001,岡山第１工場,0,0,0,1,,2019/10/30 8:49,0,2020/6/7 16:41,9999,,
191661,199969,2019/10/8,7.8,5120,MLD-EX-20002,220,2019/11/1,29-109863,2019/11/1,20001,岡山第１工場,0,0,0,1,,2019/11/1 12:54,0,2020/6/7 16:41,9999,,
191662,199969,2019/10/8,7.8,5120,MLD-EX-20002,220,2019/11/1,29-109864,2019/11/1,20001,岡山第１工場,0,0,0,1,,2019/11/1 12:54,0,2020/6/7 16:41,9999,,
191663,199969,2019/10/8,7.8,2560,MLD-EX-20002,270,2019/11/1,29-109896,2019/11/1,20001,岡山第１工場,0,0,0,1,,2019/11/1 12:54,0,2020/6/7 16:41,9999,,
191664,199969,2019/10/8,7.8,1024,MLD-EX-20002,240,2019/11/1,29-109937,2019/11/1,20001,岡山第１工場,0,0,0,1,,2019/11/1 12:54,0,2020/6/7 16:41,9999,,
191665,199969,2019/10/8,7.8,8449,MLD-EX-20002,260,2019/11/8,29-110161,2019/11/8,20001,岡山第１工場,0,0,0,1,,2019/11/8 8:39,0,2020/6/7 16:41,9999,,
191666,199969,2019/10/8,7.8,512,MLD-EX-20002,220,2019/11/8,29-110168,2019/11/8,20001,岡山第１工場,0,0,0,1,,2019/11/8 8:39,0,2020/6/7 16:41,9999,,
191667,199969,2019/10/8,7.8,3840,MLD-EX-20002,220,2019/11/8,29-110172,2019/11/8,20001,岡山第１工場,0,0,0,1,,2019/11/8 8:39,0,2020/6/7 16:41,9999,,
191668,199969,2019/10/8,7.8,3200,MLD-EX-20002,220,2019/11/8,29-110176,2019/11/8,20001,岡山第１工場,0,0,0,1,,2019/11/8 8:39,0,2020/6/7 16:41,9999,,
191669,199969,2019/10/8,7.8,512,MLD-EX-20002,220,2019/11/8,29-110180,2019/11/8,20001,岡山第１工場,0,0,0,1,,2019/11/8 8:39,0,2020/6/7 16:41,9999,,
