ﾃﾞｰﾀ処理NO,情報区分ｺｰﾄﾞ,ﾃﾞｰﾀ作成日,発注者ｺｰﾄﾞ,受注者ｺｰﾄﾞ,発注部門ｺｰﾄﾞ,製造番号,訂正ｺｰﾄﾞ,ｺｯｸ区分,単位,支給区分,購買担当,材質規格寸法,仕様書有無,版数,品名,受注者品名ｺｰﾄﾞ,発注者品名ｺｰﾄﾞ,荷姿,納期,所要計画数量,備考,計画番号,計画年月日,標準納入日数,ｴﾝﾄﾞﾕｰｻﾞｰ名,指定ﾒｰｶｰ名,所要期間,契約条件区分,機種ｺｰﾄﾞ,戦略物資区分,発注品仕様,発注部門名,購買担当K,材質規格寸法K,品名K,備考K,ｴﾝﾄﾞﾕｰｻﾞｰ名K,指定ﾒｰｶｰ名K,機種名K,発注品仕様K,発注部門名K
705,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｼｬﾌﾄｽﾗｽﾄｶﾗ-,,P0511-24800,,2020/2/5,60,,F0035224331,2019/11/30,0,,,0,,,,,,,,,,,,,,
706,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/2/12,16000,,F0035224617,2019/11/30,0,,,0,,,,,,,,,,,,,,
707,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/2/5,14000,,F0035225145,2019/11/30,0,,,0,,,,,,,,,,,,,,
708,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷﾕｳｽｲﾍﾞﾝ-ｲﾀA,,P2918-39020,,2020/2/5,200,,F0035225200,2019/11/30,0,,,0,,,,,,,,,,,,,,
709,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝﾄﾘﾂｹｲﾀ,,P2918-96520,,2020/2/6,360,,F0035225275,2019/11/30,0,,,0,,,,,,,,,,,,,,
710,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/2/12,14400,,F0035228185,2019/11/30,0,,,0,,,,,,,,,,,,,,
711,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/2/5,8550,,F0035228445,2019/11/30,0,,,0,,,,,,,,,,,,,,
712,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/2/5,8550,,F0035228561,2019/11/30,0,,,0,,,,,,,,,,,,,,
713,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗﾝﾅ-U,,P008A-24800,,2020/2/5,60,,F0035228869,2019/11/30,0,,,0,,,,,,,,,,,,,,
714,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝｶﾗｰ,,P2922-02C00,,2020/2/25,9280,,F0035229527,2019/11/30,0,,,0,,,,,,,,,,,,,,
715,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝｶﾗｰ,,P2922-82200,,2020/2/8,800,,F0035229532,2019/11/30,0,,,0,,,,,,,,,,,,,,
716,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗﾝﾅ-C,,P0807-24810,,2020/2/5,60,,F0035229736,2019/11/30,0,,,0,,,,,,,,,,,,,,
717,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/2/13,18400,,F0035230471,2019/11/30,0,,,0,,,,,,,,,,,,,,
718,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽｼﾞｮｲﾝﾄ,,P0242-67300,,2020/2/8,500,,F0035231649,2019/11/30,0,,,0,,,,,,,,,,,,,,
719,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/2/12,15600,,F0035231750,2019/11/30,0,,,0,,,,,,,,,,,,,,
720,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾘｰﾄﾞｾﾝｶﾊﾞｰ,,P0545-83900,,2020/2/17,600,,F0035232432,2019/11/30,0,,,0,,,,,,,,,,,,,,
721,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀｽﾄｯﾊﾟ-A,,P1141-34200,,2020/2/14,1000,,F0035232528,2019/11/30,0,,,0,,,,,,,,,,,,,,
722,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/2/19,1500,,G0035212337,2019/11/30,0,,,0,,,,,,,,,,,,,,
723,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾊﾝｶﾞ,,P0170-96500,,2020/2/21,1000,,G0035212662,2019/11/30,0,,,0,,,,,,,,,,,,,,
724,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｰﾊﾞﾝﾄﾞA,,P0171-06F00,,2020/2/19,200,,G0035212713,2019/11/30,0,,,0,,,,,,,,,,,,,,
725,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/2/19,30600,,G0035214407,2019/11/30,0,,,0,,,,,,,,,,,,,,
726,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/2/19,30400,,G0035214647,2019/11/30,0,,,0,,,,,,,,,,,,,,
727,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｨﾎｷｮｳU,,P001V-06G00,,2020/2/19,1100,,G0035215109,2019/11/30,0,,,0,,,,,,,,,,,,,,
728,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞBU,,P021A-13R00,,2020/2/25,52,,G0035215127,2019/11/30,0,,,0,,,,,,,,,,,,,,
729,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/2/19,6708,,G0035215292,2019/11/30,0,,,0,,,,,,,,,,,,,,
730,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/2/19,14850,,G0035215755,2019/11/30,0,,,0,,,,,,,,,,,,,,
731,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-93030,,2020/2/19,400,,G0035215939,2019/11/30,0,,,0,,,,,,,,,,,,,,
732,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰAU(L),,P011A-13R00,,2020/3/3,224,,G0035216103,2019/11/30,0,,,0,,,,,,,,,,,,,,
733,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰAU(R),,P011A-13S00,,2020/2/19,74,,G0035216122,2019/11/30,0,,,0,,,,,,,,,,,,,,
734,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/2/19,15000,,G0035217173,2019/11/30,0,,,0,,,,,,,,,,,,,,
735,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-22050,,2020/2/19,276,,G0035217361,2019/11/30,0,,,0,,,,,,,,,,,,,,
736,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/2/19,6900,,G0035217418,2019/11/30,0,,,0,,,,,,,,,,,,,,
737,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/2/19,15200,,G0035217576,2019/11/30,0,,,0,,,,,,,,,,,,,,
738,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚB,,P2140-42410,,2020/2/19,400,,G0035217607,2019/11/30,0,,,0,,,,,,,,,,,,,,
739,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚB,,P2151-45940,,2020/2/26,500,,G0035217614,2019/11/30,0,,,0,,,,,,,,,,,,,,
740,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚﾌﾀｶﾝU,,P219A-47400,,2020/2/19,420,,G0035218105,2019/11/30,0,,,0,,,,,,,,,,,,,,
741,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｻﾄﾞｳﾚﾊﾞｰﾋﾟﾝ,,P3471-06F00,,2020/2/25,1000,,G0035219082,2019/11/30,0,,,0,,,,,,,,,,,,,,
742,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/2/19,2550,,G0035220996,2019/11/30,0,,,0,,,,,,,,,,,,,,
743,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-06F10,,2020/2/22,24,,G0035221019,2019/11/30,0,,,0,,,,,,,,,,,,,,
744,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾛ-ﾗ-B ｶﾝｾｲ U,,P007B-12420,,2020/3/9,50,,G0035221057,2019/11/30,0,,,0,,,,,,,,,,,,,,
745,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(L),,P1127-93000,,2020/3/2,11600,,G0035221281,2019/11/30,0,,,0,,,,,,,,,,,,,,
746,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/2/26,4680,,G0035222247,2019/11/30,0,,,0,,,,,,,,,,,,,,
747,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-13R00,,2020/2/26,120,,G0035222267,2019/11/30,0,,,0,,,,,,,,,,,,,,
748,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/2/19,17000,,G0035222715,2019/11/30,0,,,0,,,,,,,,,,,,,,
749,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/2/19,8400,,G0035222787,2019/11/30,0,,,0,,,,,,,,,,,,,,
750,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾁｮｳｾｲｱｼ,,P0335-36420,,2020/2/26,9000,,G0035222978,2019/11/30,0,,,0,,,,,,,,,,,,,,
751,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/2/19,15600,,G0035223118,2019/11/30,0,,,0,,,,,,,,,,,,,,
752,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/2/19,1710,,G0035223274,2019/11/30,0,,,0,,,,,,,,,,,,,,
753,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/2/19,5100,,G0035223587,2019/11/30,0,,,0,,,,,,,,,,,,,,
754,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/2/19,6912,,G0035223760,2019/11/30,0,,,0,,,,,,,,,,,,,,
755,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/2/19,1440,,G0035223899,2019/11/30,0,,,0,,,,,,,,,,,,,,
756,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｱｼｲﾀC,,P0351-39000,,2020/2/22,8900,,G0035224113,2019/11/30,0,,,0,,,,,,,,,,,,,,
757,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾞｸﾄA,,P2297-45910K,,2020/2/25,300,,G0035224296,2019/11/30,0,,,0,,,,,,,,,,,,,,
758,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾞｸﾄA,,P2297-46010S,,2020/2/19,300,,G0035224304,2019/11/30,0,,,0,,,,,,,,,,,,,,
759,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ8,,,,ﾎ-ｽﾎﾙﾀﾞB,,P1295-10M00,,2020/2/26,15000,,G0035224324,2019/11/30,0,,,0,,,,,,,,,,,,,,
760,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/2/26,17000,,G0035224622,2019/11/30,0,,,0,,,,,,,,,,,,,,
761,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/2/19,15000,,G0035225154,2019/11/30,0,,,0,,,,,,,,,,,,,,
762,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷﾕｳｽｲﾍﾞﾝ-ｲﾀA,,P2918-39020,,2020/2/21,300,,G0035225202,2019/11/30,0,,,0,,,,,,,,,,,,,,
763,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝﾄﾘﾂｹｲﾀ,,P2918-96520,,2020/2/22,360,,G0035225279,2019/11/30,0,,,0,,,,,,,,,,,,,,
764,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/2/26,12800,,G0035228194,2019/11/30,0,,,0,,,,,,,,,,,,,,
765,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/2/19,8460,,G0035228454,2019/11/30,0,,,0,,,,,,,,,,,,,,
766,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/2/19,8460,,G0035228570,2019/11/30,0,,,0,,,,,,,,,,,,,,
767,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝｶﾗｰ,,P2922-02C00,,2020/3/5,11600,,G0035229528,2019/11/30,0,,,0,,,,,,,,,,,,,,
768,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/3/2,11600,,G0035230476,2019/11/30,0,,,0,,,,,,,,,,,,,,
769,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽｼﾞｮｲﾝﾄ,,P0242-67300,,2020/3/2,500,,G0035231650,2019/11/30,0,,,0,,,,,,,,,,,,,,
770,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/2/26,12600,,G0035231760,2019/11/30,0,,,0,,,,,,,,,,,,,,
771,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/3/4,3400,,H0035212345,2019/11/30,0,,,0,,,,,,,,,,,,,,
772,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾊﾝｶﾞ,,P0170-96500,,2020/3/10,1000,,H0035212664,2019/11/30,0,,,0,,,,,,,,,,,,,,
773,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｰﾊﾞﾝﾄﾞA,,P0171-06F00,,2020/3/10,100,,H0035212715,2019/11/30,0,,,0,,,,,,,,,,,,,,
774,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/3/4,46400,,H0035214416,2019/11/30,0,,,0,,,,,,,,,,,,,,
775,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/3/4,46600,,H0035214656,2019/11/30,0,,,0,,,,,,,,,,,,,,
776,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｨﾎｷｮｳU,,P001V-06G00,,2020/3/5,1300,,H0035215115,2019/11/30,0,,,0,,,,,,,,,,,,,,
777,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞBU,,P021A-13R00,,2020/3/5,104,,H0035215128,2019/11/30,0,,,0,,,,,,,,,,,,,,
778,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E10,,2020/3/4,52,,H0035215134,2019/11/30,0,,,0,,,,,,,,,,,,,,
779,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/3/4,9984,,H0035215301,2019/11/30,0,,,0,,,,,,,,,,,,,,
780,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/3/4,22545,,H0035215764,2019/11/30,0,,,0,,,,,,,,,,,,,,
781,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-93030,,2020/3/5,600,,H0035215943,2019/11/30,0,,,0,,,,,,,,,,,,,,
782,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰAU(R),,P011A-13S00,,2020/3/4,73,,H0035216127,2019/11/30,0,,,0,,,,,,,,,,,,,,
783,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/3/4,23100,,H0035217182,2019/11/30,0,,,0,,,,,,,,,,,,,,
784,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-22050,,2020/3/4,345,,H0035217365,2019/11/30,0,,,0,,,,,,,,,,,,,,
785,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/3/5,9600,,H0035217427,2019/11/30,0,,,0,,,,,,,,,,,,,,
786,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/3/4,23200,,H0035217585,2019/11/30,0,,,0,,,,,,,,,,,,,,
787,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚB,,P2140-42410,,2020/3/11,200,,H0035217609,2019/11/30,0,,,0,,,,,,,,,,,,,,
788,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚﾌﾀｶﾝU,,P219A-47400,,2020/3/10,210,,H0035218107,2019/11/30,0,,,0,,,,,,,,,,,,,,
789,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｻﾄﾞｳﾚﾊﾞｰﾋﾟﾝ,,P3471-06F00,,2020/3/5,1000,,H0035219084,2019/11/30,0,,,0,,,,,,,,,,,,,,
790,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｼｬﾜ-ﾍｯﾄﾞ,,P0890-31330,,2020/3/9,50,,H0035219776,2019/11/30,0,,,0,,,,,,,,,,,,,,
791,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/3/4,4080,,H0035221005,2019/11/30,0,,,0,,,,,,,,,,,,,,
792,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-06F10,,2020/3/6,24,,H0035221020,2019/11/30,0,,,0,,,,,,,,,,,,,,
793,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾛ-ﾗ-B ｶﾝｾｲ U,,P007B-12420,,2020/4/7,50,,H0035221058,2019/11/30,0,,,0,,,,,,,,,,,,,,
794,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(L),,P1127-93000,,2020/3/12,4800,,H0035221285,2019/11/30,0,,,0,,,,,,,,,,,,,,
795,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/3/11,3480,,H0035222256,2019/11/30,0,,,0,,,,,,,,,,,,,,
796,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/3/5,22000,,H0035222723,2019/11/30,0,,,0,,,,,,,,,,,,,,
797,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31340,,2020/3/4,100,,H0035222740,2019/11/30,0,,,0,,,,,,,,,,,,,,
798,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/3/4,13100,,H0035222796,2019/11/30,0,,,0,,,,,,,,,,,,,,
799,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/3/4,23500,,H0035223127,2019/11/30,0,,,0,,,,,,,,,,,,,,
800,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽｱﾅｶﾊﾞ-,,P0128-39020,,2020/3/6,500,,H0035223192,2019/11/30,0,,,0,,,,,,,,,,,,,,
801,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/3/4,3060,,H0035223281,2019/11/30,0,,,0,,,,,,,,,,,,,,
802,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/3/4,6960,,H0035223596,2019/11/30,0,,,0,,,,,,,,,,,,,,
803,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/3/5,9612,,H0035223769,2019/11/30,0,,,0,,,,,,,,,,,,,,
804,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/3/4,3456,,H0035223907,2019/11/30,0,,,0,,,,,,,,,,,,,,
805,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｼﾞｮﾀﾝｸAｶﾝU,,P122A-31330,,2020/3/11,300,,H0035223966,2019/11/30,0,,,0,,,,,,,,,,,,,,
806,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｱｼｲﾀC,,P0351-39000,,2020/3/10,8800,,H0035224115,2019/11/30,0,,,0,,,,,,,,,,,,,,
807,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾞｸﾄA,,P2297-46010S,,2020/3/11,300,,H0035224305,2019/11/30,0,,,0,,,,,,,,,,,,,,
808,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ8,,,,ﾎ-ｽﾎﾙﾀﾞB,,P1295-10M00,,2020/3/11,20000,,H0035224327,2019/11/30,0,,,0,,,,,,,,,,,,,,
809,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/3/12,14000,,H0035224627,2019/11/30,0,,,0,,,,,,,,,,,,,,
810,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/3/4,24100,,H0035225163,2019/11/30,0,,,0,,,,,,,,,,,,,,
811,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷﾕｳｽｲﾍﾞﾝ-ｲﾀA,,P2918-39020,,2020/3/6,300,,H0035225205,2019/11/30,0,,,0,,,,,,,,,,,,,,
812,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝﾄﾘﾂｹｲﾀ,,P2918-96520,,2020/3/6,540,,H0035225283,2019/11/30,0,,,0,,,,,,,,,,,,,,
813,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/3/11,12800,,H0035228202,2019/11/30,0,,,0,,,,,,,,,,,,,,
814,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67360,,2020/3/4,60,,H0035228409,2019/11/30,0,,,0,,,,,,,,,,,,,,
815,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/3/4,13050,,H0035228463,2019/11/30,0,,,0,,,,,,,,,,,,,,
816,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67460,,2020/3/4,30,,H0035228486,2019/11/30,0,,,0,,,,,,,,,,,,,,
817,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/3/4,13050,,H0035228579,2019/11/30,0,,,0,,,,,,,,,,,,,,
818,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝｶﾗｰ,,P2922-02C00,,2020/3/19,1740,,H0035229530,2019/11/30,0,,,0,,,,,,,,,,,,,,
819,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝｶﾗｰ,,P2922-82200,,2020/3/10,800,,H0035229533,2019/11/30,0,,,0,,,,,,,,,,,,,,
820,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/3/12,5200,,H0035230480,2019/11/30,0,,,0,,,,,,,,,,,,,,
821,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽｼﾞｮｲﾝﾄ,,P0242-67300,,2020/3/18,500,,H0035231651,2019/11/30,0,,,0,,,,,,,,,,,,,,
