product_id,irisu,id_box,,
P1728-02E00,30,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P1728-02E10,30,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P1728-02E20,30,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P1728-02F00,24,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P1728-06F00,24,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P1728-06F10,24,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P1856-27510,500,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2106-44900,400,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2106-44910,400,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2106-49820,1000,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2106-49830,1000,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2107-49820,600,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2107-49830,600,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2125-02N00,56,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2125-02N10,56,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2125-10M00,120,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2131-93010,600,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2131-93020,600,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2132-93000,1200,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2132-93010,1600,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2133-93010,1600,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2133-93020,1600,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2137-01120,500,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2138-04600,500,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2140-42410,200,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2150-02E00,416,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2150-02E10,416,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2151-45940,500,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-02E00,90,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-02E10,120,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-02F00,60,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-02F10,60,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-39100,50,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-39110,50,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-67330,34,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-67340,34,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-67360,30,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-67370,30,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-67430,34,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-67440,34,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-67470,30,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-93010,108,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-93020,108,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-93100,72,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2166-93110,72,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2192-45910,200,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2192-47400,200,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P219A-47400,210,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2297-45910K,300,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2297-46010S,300,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2364-31320,300,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2364-31330,300,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2412-342-P0,200,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2918-02C00,100,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2918-02C10,100,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2918-02C20,100,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2918-02C30,100,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2918-02C40,100,e,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2918-39020,100,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2918-82200,144,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2918-96500,100,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2918-96510,90,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2918-96520,90,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2922-02C00,580,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P2922-82200,800,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P3471-06F00,1000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P6,1000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
P9070-44920,300,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RC00-503-HH,336,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RC00-503-HH-9-A,336,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RC01-422,1,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RC41-J67,1200,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RC41-J67-2,200,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RC41-M19,900,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RD08-J67,1000,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-4222HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-4222K3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-4223HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-4223K3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-463-X3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-4631HH,1000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-4631X3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-5714HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-5717HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-6301HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-6301K3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-6302HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-6302K3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-7111HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-7112HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-7112K3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-7372HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-7933X3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-B471HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RE03-B471K3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF46-K59,280,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF51-7961HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF51-7962HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF51-A45-HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF51-A451HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF51-A451K3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF51-B47-HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF51-B471HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF51-B471K3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF52-7961HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF52-7961K3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF52-7962HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF52-7962K3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF52-A45-HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF52-A451HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF52-A451K3,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF52-B47-HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF52-B471HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RF53-B471HH,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RS72-J67,1000,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RS72-J67-2,200,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RS72-M19,200,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RS94-J67,1000,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RS94-J67-2,200,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
RS94-M19,200,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
SPR-NDS-20001,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
T201117,9999,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
T201117-01,300,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
T29037,500,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
T291054,9999,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
T85187,500,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
UPC-510,160,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
UPC-510-SPOOLS,160,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
UPC-510-SPOOLT,160,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W002,200,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W003P-6YZ00,400,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W003P-7PJ00,400,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W003P-7PL00,400,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W003P-9CW00,400,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W003P-9CW00T,400,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W003P-9SG00,300,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W005B-7PJ00,150,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W006S-6YZ00,500,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0110-6YZ00H,480,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0110-6YZ00L,480,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0110-8RT00K,450,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0110-8RT00L,450,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0110-8RT00M,450,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0193-7LY00,1000,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0339-7PJ10,500,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0339-7PL10,100,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0339-7TE00,300,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0339-9CW00,800,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0339-9CW00T,400,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0339-9SG00,400,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0341-7PJ00,800,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0341-7PJ00T,800,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0341-7PL00,800,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0439-6CB00,144,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0514-7EP00J,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0514-7EP00K,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0514-7PJ00K,1000,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0514-7PJ00L,1000,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0545-8RT00,180,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0602-92000,960,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0602-BN7,2000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0602-BTA92D1,480,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0602-BTA92D2,960,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0602-BTA92U2,480,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0602-BTA92X2,480,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0602-BTA92Z1,480,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0602-BTA94K2,260,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0602-F89,640,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0602-KT19,1000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0602-TM99,480,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0602-ZBA88,1000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0860-7JH00,250,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0860-7LY00,250,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0860-7LY00C,500,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0862-7EP00,147,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0877-8DZ00,440,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W0878-8DZ00,440,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W1188-6YZ00,300,1,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W1299-80220,500,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W1307-6MJ00,480,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W1308-6MJ20,480,0,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W1803-60000,144,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W1803-6CB20,144,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W190A-5VP10,90,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2106-5VP00,100,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-6NA20,1200,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-6SB00,1000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-7PJ10,1200,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-7PJ20,1200,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-7PK10,1200,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-7PK20,1200,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-8RT00,800,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-8RT10,800,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-8RT20,800,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-8RU00,800,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-8RU10,800,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-8RU20,800,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-9SG00,1200,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2131-9SG10,1200,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2426-7EN00,360,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2426-7JH10,250,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2426-7LZ00,250,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W2427-7EM00,280,2,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W3440-8RT00,1000,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
W4526-7AU00,360,8,0,f606ea4c-3274-4db6-9c95-52304761b41d,
