48,B,191225,1,（株）DNPイメージングコム,,BON-EX-20015,,EX-STD-FボビンTカイ2,,240,,,,
48,B,IN.191225,1,（株）DNPイメージングコム,,BON-EX-20015,,EX-STD-FボビンTカイ2,,240,,,,
