21,B,200425,1,（株）DNPイメージングコム,,MLD-MD-20035,,"MD-SPA-FフランジST-L カイ1",,1200,,,,
42,B,IN.200425,1,（株）DNPイメージングコム,,MLD-MD-20035,,"MD-SPA-FフランジST-L カイ1",,600,,,,
10,B,200425,1,（株）DNPイメージングコム,,BON-MD-20015,,MD-CP30ボビン,,800,,,,
20,B,IN.200425,1,（株）DNPイメージングコム,,BON-MD-20015,,MD-CP30ボビン,,400,,,,
53,B,200425,1,（株）DNPイメージングコム,,BON-MD-20023,,"MD-SPA-ボビン カイ1",,360,,,,
53,B,IN.200425,1,（株）DNPイメージングコム,,BON-MD-20023,,"MD-SPA-ボビン カイ1",,360,,,,
96,-,200425,1,"パナソニック(株)HA社キッチンアプライアンス（事）草津工場",,P2166-67370,P2166-67470,カゴピンB（L）,カゴピンB（R）,30,30,set,,
58,A,200425,1,キッチンアプライアンス（事）,ショクセンキグループ,P2125-10M00,,カゴB,,120,,,,
0,A,200425,1,キッチンアプライアンス（事）,ショクセンキグループ,P2132-93010,,ラッチB,,1600,,,,
7,A,200425,1,キッチンアプライアンス（事）,ショクセンキグループ,P2133-93020,,ラッチイタ,,1600,,,,
0,B,200425,1,（株）DNPイメージングコム,,MLD-MD-20052,,MD-SPA-FフランジT-Rオレンジ,,2000,,,,
0,B,IN.200425,1,（株）DNPイメージングコム,,MLD-MD-20052,,MD-SPA-FフランジT-Rオレンジ,,1000,,,,
8,B,200425,1,（株）DNPイメージングコム,,MLD-MD-20036,,"MD-SPA-FフランジT-R カイ1",,2000,,,,
16,B,IN.200425,1,（株）DNPイメージングコム,,MLD-MD-20036,,"MD-SPA-FフランジT-R カイ1",,1000,,,,
0,A,200425,1,ランドリークリーナー（事）,静岡工場,W2131-6SB00,,ラッチA,,1000,,,,
5,A,200425,1,キッチンアプライアンス（事）,加東工場,RF52-7962HH,,ウワワクキャップ,,2000,,,,
59,B,200425,1,ケーブル工業（株）,,W002,,ターミナル,,200,,,,
