29,B,191217,1,(株)ＤＮＰイメージングコム岡山第1工場,,BON-MD-20023,,"MD-SPA-ボビン カイ1",,360,,,
29,B,IN.191217,1,(株)ＤＮＰイメージングコム岡山第1工場,,BON-MD-20023,,"MD-SPA-ボビン カイ1",,360,,,,
