id,datetime_hakkou,product_id,lot_num,amount,flag_used,date_deliver,place_deliver_id,cs_name,operator_deliver,flag_deliver,delete_flg,updated_at
899041,2019/11/13 03:59:00,MLD-MD-20035,IN.191113-032,600,9,,,,,,,
899042,2019/11/13 03:59:00,MLD-MD-20035,IN.191113-033,600,9,,,,,,,
899043,2019/11/13 03:59:00,MLD-MD-20035,IN.191113-034,600,9,,,,,,,
899044,2019/11/13 03:59:00,MLD-MD-20035,IN.191113-035,600,9,,,,,,,
899045,2019/11/13 03:59:00,MLD-MD-20035,IN.191113-036,600,9,,,,,,,
899046,2019/11/13 04:01:00,W2131-8RT20,191113-012,800,9,,,,,,,
899047,2019/11/13 04:01:00,W2131-8RT20,191113-013,800,9,,,,,,,
899048,2019/11/13 04:03:00,P0192-63040,191113-034,200,9,,,,,,,
899049,2019/11/13 04:03:00,P0192-63040,191113-035,200,9,,,,,,,
899050,2019/11/13 04:03:00,P0192-63040,191113-036,200,9,,,,,,,
899051,2019/11/13 04:03:00,P0192-63040,191113-037,200,9,,,,,,,
899052,2019/11/13 04:03:00,P0192-63040,191113-038,200,9,,,,,,,
899053,2019/11/13 04:03:00,P0192-63040,191113-039,200,9,,,,,,,
899054,2019/11/13 04:03:00,P0192-63040,191113-040,200,9,,,,,,,
899055,2019/11/13 04:03:00,P0192-63040,191113-041,200,9,,,,,,,
899056,2019/11/13 04:03:00,P0192-63040,191113-042,200,9,,,,,,,
899057,2019/11/13 04:03:00,P0192-63040,191113-043,200,9,,,,,,,
899058,2019/11/13 04:03:00,P0192-63040,191113-044,200,9,,,,,,,
899059,2019/11/13 04:03:00,P0192-63040,191113-045,200,9,,,,,,,
899060,2019/11/13 04:03:00,P0192-63040,191113-046,200,9,,,,,,,
899061,2019/11/13 04:03:00,P0192-63040,191113-047,200,9,,,,,,,
899062,2019/11/13 04:03:00,P0192-63040,191113-048,200,9,,,,,,,
899063,2019/11/13 04:03:00,P0192-63040,191113-049,200,9,,,,,,,
899064,2019/11/13 04:03:00,P0192-63040,191113-050,200,9,,,,,,,
899065,2019/11/13 04:03:00,P0192-63040,191113-051,200,9,,,,,,,
899066,2019/11/13 04:03:00,P0192-63040,191113-052,200,9,,,,,,,
899067,2019/11/13 04:03:00,P0192-63040,191113-053,200,9,,,,,,,
899068,2019/11/13 04:03:00,P0192-63040,191113-054,200,9,,,,,,,
899069,2019/11/13 04:03:00,P0192-63040,191113-055,200,9,,,,,,,
899070,2019/11/13 04:03:00,P0192-63040,191113-056,200,9,,,,,,,
899071,2019/11/13 04:03:00,P0192-63040,191113-057,200,9,,,,,,,
899072,2019/11/13 04:03:00,P0192-63040,191113-058,200,9,,,,,,,
899073,2019/11/13 04:03:00,P0192-63040,191113-059,200,9,,,,,,,
899074,2019/11/13 04:03:00,P0192-63040,191113-060,200,9,,,,,,,
899075,2019/11/13 04:03:00,P0192-63040,191113-061,200,9,,,,,,,
899076,2019/11/13 04:03:00,P0192-63040,191113-062,200,9,,,,,,,
899077,2019/11/13 04:03:00,P0192-63040,191113-063,200,9,,,,,,,
899078,2019/11/13 04:03:00,P0192-63040,191113-064,200,9,,,,,,,
899079,2019/11/13 04:03:00,P0192-63040,191113-065,200,9,,,,,,,
899080,2019/11/13 04:03:00,P0192-63040,191113-066,200,9,,,,,,,
899081,2019/11/13 04:03:00,P0192-63040,191113-067,200,9,,,,,,,
899082,2019/11/13 04:03:00,P0192-63040,191113-068,200,9,,,,,,,
899083,2019/11/13 04:03:00,P0192-63040,191113-069,200,9,,,,,,,
899084,2019/11/13 04:03:00,P0192-63040,191113-070,200,9,,,,,,,
899085,2019/11/13 04:03:00,P0192-63040,191113-071,200,9,,,,,,,
899086,2019/11/13 04:03:00,P0192-63040,191113-072,200,9,,,,,,,
899087,2019/11/13 04:03:00,P0192-63040,191113-073,200,9,,,,,,,
899088,2019/11/13 04:03:00,P0192-63050,191113-034,200,9,,,,,,,
899089,2019/11/13 04:03:00,P0192-63050,191113-035,200,9,,,,,,,
899090,2019/11/13 04:03:00,P0192-63050,191113-036,200,9,,,,,,,
899091,2019/11/13 04:03:00,P0192-63050,191113-037,200,9,,,,,,,
899092,2019/11/13 04:03:00,P0192-63050,191113-038,200,9,,,,,,,
899093,2019/11/13 04:03:00,P0192-63050,191113-039,200,9,,,,,,,
899094,2019/11/13 04:03:00,P0192-63050,191113-040,200,9,,,,,,,
899095,2019/11/13 04:03:00,P0192-63050,191113-041,200,9,,,,,,,
899096,2019/11/13 04:03:00,P0192-63050,191113-042,200,9,,,,,,,
899097,2019/11/13 04:03:00,P0192-63050,191113-043,200,9,,,,,,,
899098,2019/11/13 04:03:00,P0192-63050,191113-044,200,9,,,,,,,
899099,2019/11/13 04:03:00,P0192-63050,191113-045,200,9,,,,,,,
899100,2019/11/13 04:03:00,P0192-63050,191113-046,200,9,,,,,,,
899101,2019/11/13 04:03:00,P0192-63050,191113-047,200,9,,,,,,,
899102,2019/11/13 04:03:00,P0192-63050,191113-048,200,9,,,,,,,
899103,2019/11/13 04:03:00,P0192-63050,191113-049,200,9,,,,,,,
899104,2019/11/13 04:03:00,P0192-63050,191113-050,200,9,,,,,,,
899105,2019/11/13 04:03:00,P0192-63050,191113-051,200,9,,,,,,,
899106,2019/11/13 04:03:00,P0192-63050,191113-052,200,9,,,,,,,
