1,B,HS.191114,1,（株）DNPイメージングコム,,BON-MD-20023,,MD-SPA-ボビン カイ1,,120,,,,
1,B,HS.191114,1,竹中電子工業（株）,,CG-0827,,MU10ケース,,210,,,,
1,B,HS.191114,1,（株）DNPイメージングコム,,MLD-MD-20031,,MD-SPA-FフランジS-R1カイ1,,2950,,,,
1,B,HS.191114,1,（株）DNPイメージングコム,,MLD-MD-20032,,MD-SPA-FフランジS-R2カイ1,,550,,,,
1,B,HS.191114,1,（株）DNPイメージングコム,,MLD-MD-20035,,MD-SPA-FフランジST-L カイ1,,900,,,,
1,A,HS.191114,1,キッチンアプライアンス（事）,ショクセンキグループ,P0335-PC450K,,チョウセイアシ,,500,,,,
1,A,HS.191114,1,キッチンアプライアンス（事）,ショクセンキグループ,P2133-93020,,ラッチイタ,,400,,,,D500
1,A,HS.191114,1,キッチンアプライアンス（事）,ショクセンキグループ,P2166-02E10,,カゴピンB ,,60,,,,D500
