5,B,0512,1,（株）DNPイメージングコム,,MLD-MD-20035,,"MD-SPA-FフランジST-L カイ1",,1200,,,,
10,B,IN.0512,1,（株）DNPイメージングコム,,MLD-MD-20035,,"MD-SPA-FフランジST-L カイ1",,600,,,,
15,B,0512,1,（株）DNPイメージングコム,,MLD-MD-20032,,MD-SPA-FフランジS-R2カイ1,,800,,,,
15,B,IN.0512,1,（株）DNPイメージングコム,,MLD-MD-20032,,MD-SPA-FフランジS-R2カイ1,,800,,,,
3,B,0512,1,（株）DNPイメージングコム,,MLD-MD-20031,,MD-SPA-FフランジS-R1カイ1,,4000,,,,
15,B,IN.0512,1,（株）DNPイメージングコム,,MLD-MD-20031,,MD-SPA-FフランジS-R1カイ1,,800,,,,
0,B,0512,1,（株）DNPイメージングコム,,BON-MD-20015,,MD-CP30ボビン,,800,,,,
0,B,IN.0512,1,（株）DNPイメージングコム,,BON-MD-20015,,MD-CP30ボビン,,400,,,,
12,A,0512,1,ランドリークリーナー（事）,静岡工場,AWW1096A1ZJ0,,フタサッシA(ブラウン),,144,,,,
20,A,0512,1,ランドリークリーナー（事）,静岡工場,AWW1096A1ZW0,,フタサッシA(ホワイト),,144,,,,
53,B,0512,1,（株）DNPイメージングコム,,BON-MD-20023,,"MD-SPA-ボビン カイ1",,360,,,,
53,B,IN.0512,1,（株）DNPイメージングコム,,BON-MD-20023,,"MD-SPA-ボビン カイ1",,360,,,,
20,C,0512,1,キッチンアプライアンス（事）,ショクセンキグループ,P2166-67370,P2166-67470,カゴピンB（L）,カゴピンB（R）,30,30,set,,
43,A,0512,1,キッチンアプライアンス（事）,ショクセンキグループ,P0166-93130,,カゴハンガー,,100,,,,
6,A,0512,1,キッチンアプライアンス（事）,ショクセンキグループ,P2125-10M00,,カゴB,,120,,,,
23,A,0512,1,キッチンアプライアンス（事）,ショクセンキグループ,P0335-36420,,チョウセイアシ,,360,,,,
7,A,0512,1,キッチンアプライアンス（事）,ショクセンキグループ,P2133-93020,,ラッチイタ,,1600,,,,
28,A,IN.0512,1,キッチンアプライアンス（事）,ショクセンキグループ,P2133-93020,,ラッチイタ,,400,,,,
8,B,0512,1,（株）DNPイメージングコム,,MLD-MD-20036,,"MD-SPA-FフランジT-R カイ1",,2000,,,,
16,B,IN.0512,1,（株）DNPイメージングコム,,MLD-MD-20036,,"MD-SPA-FフランジT-R カイ1",,1000,,,,
5,A,0512,1,キッチンアプライアンス（事）,加東工場,RF52-7962HH,,ウワワクキャップ,,2000,,,,
59,B,0512,1,ケーブル工業（株）,,W002,,ターミナル,,200,,,,
