10,A,200531,1,ランドリークリーナー（事）,静岡工場,W0545-8RT00,,リードセンカバー,,180,,,,
7,A,200531,1,キッチンアプライアンス（事）,ショクセンキグループ,P0170-67300,,ホースハンガー,,1000,,,,
12,A,200531,1,ランドリークリーナー（事）,静岡工場,AWW1096A1ZW0,,フタサッシA(ホワイト),,144,,,,
